2022-02-28,815.010010,876.859985,814.710022,870.429993,870.429993,33002300
2022-03-01,869.679993,889.880005,853.780029,864.369995,864.369995,24922300
2022-03-02,872.130005,886.479980,844.270020,879.890015,879.890015,24881100
2022-03-03,878.770020,886.440002,832.599976,839.289978,839.289978,20541200
2022-03-04,849.099976,855.650024,825.159973,838.289978,838.289978,22333200
2022-03-07,856.299988,866.140015,804.570007,804.580017,804.580017,24164700
2022-03-08,795.530029,849.989990,782.169983,824.400024,824.400024,26799700
2022-03-09,839.479980,860.559998,832.010010,858.969971,858.969971,19728000
2022-03-10,851.450012,854.450012,810.359985,838.299988,838.299988,19549500
2022-03-11,840.200012,843.799988,793.770020,795.349976,795.349976,22345700
2022-03-14,780.609985,800.700012,756.039978,766.369995,766.369995,23717400
2022-03-15,775.270020,805.570007,756.570007,801.890015,801.890015,22280400
2022-03-16,809.000000,842.000000,802.260010,840.229980,840.229980,28009600
2022-03-17,830.989990,875.000000,825.719971,871.599976,871.599976,22194300
2022-03-18,874.489990,907.849976,867.390015,905.390015,905.390015,33471400
2022-03-21,914.979980,942.849976,907.090027,921.159973,921.159973,27327200
2022-03-22,930.000000,997.859985,921.750000,993.979980,993.979980,35289500
2022-03-23,979.940002,1040.699951,976.400024,999.109985,999.109985,40225400
2022-03-24,1009.729980,1024.489990,988.799988,1013.919983,1013.919983,22973600
2022-03-25,1008.000000,1021.799988,997.320007,1010.640015,1010.640015,20677200
2022-03-28,1065.099976,1097.880005,1053.599976,1091.839966,1091.839966,34168700
2022-03-29,1107.989990,1114.770020,1073.109985,1099.569946,1099.569946,24538300
2022-03-30,1091.170044,1113.949951,1084.000000,1093.989990,1093.989990,19955000
2022-03-31,1094.569946,1103.140015,1076.640015,1077.599976,1077.599976,16330900
2022-04-01,1081.150024,1094.750000,1066.640015,1084.589966,1084.589966,18087700
2022-04-04,1089.380005,1149.910034,1072.530029,1145.449951,1145.449951,27345300
2022-04-05,1136.300049,1152.869995,1087.300049,1091.260010,1091.260010,26691700
2022-04-06,1073.469971,1079.000000,1027.699951,1045.760010,1045.760010,29782800
2022-04-07,1052.390015,1076.589966,1021.539978,1057.260010,1057.260010,26482400
2022-04-08,1043.209961,1048.439941,1022.440002,1025.489990,1025.489990,18337900
2022-04-11,980.400024,1008.469971,974.640015,975.929993,975.929993,19785700
2022-04-12,997.640015,1021.190002,976.599976,986.950012,986.950012,21992000
2022-04-13,981.080017,1026.239990,973.099976,1022.369995,1022.369995,18373700
2022-04-14,999.289978,1012.710022,982.190002,985.000000,985.000000,19474100
2022-04-18,989.030029,1014.919983,973.409973,1004.289978,1004.289978,17238400
2022-04-19,1005.059998,1034.939941,995.330017,1028.150024,1028.150024,16615900
2022-04-20,1030.000000,1034.000000,975.250000,977.200012,977.200012,23570400
2022-04-21,1074.729980,1092.219971,996.419983,1008.780029,1008.780029,35138800
2022-04-22,1014.909973,1034.849976,994.000000,1005.049988,1005.049988,23232200
2022-04-25,978.969971,1008.619995,975.299988,998.020020,998.020020,22780400
2022-04-26,995.429993,1000.000000,875.000000,876.419983,876.419983,45377900
2022-04-27,898.580017,918.000000,877.359985,881.510010,881.510010,25652100
2022-04-28,899.979980,900.000000,821.700012,877.510010,877.510010,41649500
2022-04-29,902.250000,934.400024,870.000000,870.760010,870.760010,29313400
2022-05-02,860.770020,906.359985,848.030029,902.940002,902.940002,25260500
2022-05-03,903.179993,924.080017,888.590027,909.250000,909.250000,21236500
2022-05-04,903.940002,955.500000,885.280029,952.619995,952.619995,27214600
2022-05-05,939.020020,945.599976,857.700012,873.280029,873.280029,30839700
2022-05-06,887.000000,888.000000,843.109985,865.650024,865.650024,24264100
2022-05-09,836.450012,845.630005,781.150024,787.109985,787.109985,30270100
2022-05-10,819.309998,825.359985,774.250000,800.039978,800.039978,28133900
2022-05-11,795.000000,809.770020,727.200012,734.000000,734.000000,32408200
2022-05-12,701.000000,759.659973,680.000000,728.000000,728.000000,46771000
2022-05-13,773.479980,787.349976,751.570007,769.590027,769.590027,30651800
2022-05-16,767.159973,769.760010,719.090027,724.369995,724.369995,28699500
2022-05-17,747.359985,764.479980,728.849976,761.609985,761.609985,26745400
2022-05-18,744.520020,760.500000,700.809998,709.809998,709.809998,29270600
2022-05-19,707.000000,734.000000,694.109985,709.419983,709.419983,30098900
2022-05-20,713.989990,721.580017,633.000000,663.900024,663.900024,48190600
2022-05-23,655.020020,679.960022,638.059998,674.900024,674.900024,29634500
2022-05-24,653.530029,653.919983,620.570007,628.159973,628.159973,29697500
2022-05-25,623.849976,669.320007,623.010010,658.799988,658.799988,30713100
2022-05-26,661.419983,718.669983,653.659973,707.729980,707.729980,35220700
